,0,1,2,3,4,5,6
0,355.0,1.0,2.0,1.0,0.0,0.0,0.0
1,1.0,523.0,0.0,0.0,0.0,1.0,0.0
2,2.0,0.0,658.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,644.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,296.0,32.0,2.0
5,0.0,0.0,0.0,0.0,43.0,679.0,70.0
6,0.0,0.0,0.0,0.0,0.0,53.0,230.0
